date,country,sector,MtCO2 per day
22/02/2024,United States,Power,3.38571
22/02/2024,United States,Residential,2.34294
23/02/2024,United States,Domestic Aviation,0.463447
23/02/2024,United States,Ground Transport,4.60073
23/02/2024,United States,Industry,2.55853
23/02/2024,United States,International Aviation,0.200479
23/02/2024,United States,Power,3.14622
23/02/2024,United States,Residential,2.34845
24/02/2024,United States,Domestic Aviation,0.41433
24/02/2024,United States,Ground Transport,4.07805
24/02/2024,United States,Industry,2.55312
24/02/2024,United States,International Aviation,0.203922
24/02/2024,United States,Power,3.13958
24/02/2024,United States,Residential,3.00003
25/02/2024,United States,Domestic Aviation,0.397426
25/02/2024,United States,Ground Transport,3.41605
25/02/2024,United States,Industry,2.38109
25/02/2024,United States,International Aviation,0.2033
25/02/2024,United States,Power,2.92803
25/02/2024,United States,Residential,3.0284
26/02/2024,United States,Domestic Aviation,0.424547
26/02/2024,United States,Ground Transport,4.28734
26/02/2024,United States,Industry,2.36899
26/02/2024,United States,International Aviation,0.202162
26/02/2024,United States,Power,2.91315
26/02/2024,United States,Residential,2.08971
27/02/2024,United States,Domestic Aviation,0.432199
27/02/2024,United States,Ground Transport,4.62128
27/02/2024,United States,Industry,2.30729
27/02/2024,United States,International Aviation,0.201096
27/02/2024,United States,Power,2.83728
27/02/2024,United States,Residential,1.64183
28/02/2024,United States,Domestic Aviation,0.426214
28/02/2024,United States,Ground Transport,4.70429
28/02/2024,United States,Industry,2.23793
28/02/2024,United States,International Aviation,0.193663
28/02/2024,United States,Power,2.75198
28/02/2024,United States,Residential,2.16273
01/03/2024,United States,Domestic Aviation,0.456861
01/03/2024,United States,Ground Transport,4.65753
01/03/2024,United States,Industry,2.95897
01/03/2024,United States,International Aviation,0.205026
01/03/2024,United States,Power,3.36274
01/03/2024,United States,Residential,3.39649
02/03/2024,United States,Domestic Aviation,0.410308
02/03/2024,United States,Ground Transport,4.16713
02/03/2024,United States,Industry,2.82765
02/03/2024,United States,International Aviation,0.210125
02/03/2024,United States,Power,3.2135
02/03/2024,United States,Residential,2.52307
03/03/2024,United States,Domestic Aviation,0.389883
03/03/2024,United States,Ground Transport,3.48946
03/03/2024,United States,Industry,2.41782
03/03/2024,United States,International Aviation,0.2115
03/03/2024,United States,Power,2.74775
03/03/2024,United States,Residential,1.88193
04/03/2024,United States,Domestic Aviation,0.430694
04/03/2024,United States,Ground Transport,4.29106
04/03/2024,United States,Industry,2.21571
04/03/2024,United States,International Aviation,0.207154
04/03/2024,United States,Power,2.51806
04/03/2024,United States,Residential,1.68995
05/03/2024,United States,Domestic Aviation,0.435631
05/03/2024,United States,Ground Transport,4.62708
05/03/2024,United States,Industry,2.61771
05/03/2024,United States,International Aviation,0.200299
05/03/2024,United States,Power,2.97491
05/03/2024,United States,Residential,1.96576
06/03/2024,United States,Domestic Aviation,0.431207
06/03/2024,United States,Ground Transport,4.72364
06/03/2024,United States,Industry,2.84167
06/03/2024,United States,International Aviation,0.201755
06/03/2024,United States,Power,3.22943
06/03/2024,United States,Residential,2.13754
07/03/2024,United States,Domestic Aviation,0.450721
07/03/2024,United States,Ground Transport,4.67176
07/03/2024,United States,Industry,2.84069
07/03/2024,United States,International Aviation,0.206243
07/03/2024,United States,Power,3.22832
07/03/2024,United States,Residential,2.14691
08/03/2024,United States,Domestic Aviation,0.471852
08/03/2024,United States,Ground Transport,4.67456
08/03/2024,United States,Industry,2.81896
08/03/2024,United States,International Aviation,0.205062
08/03/2024,United States,Power,3.20363
08/03/2024,United States,Residential,2.33176
09/03/2024,United States,Domestic Aviation,0.422432
09/03/2024,United States,Ground Transport,4.1566
09/03/2024,United States,Industry,2.61449
09/03/2024,United States,International Aviation,0.214787
09/03/2024,United States,Power,2.97126
09/03/2024,United States,Residential,2.67954
10/03/2024,United States,Domestic Aviation,0.440179
10/03/2024,United States,Ground Transport,3.52165
10/03/2024,United States,Industry,2.66931
10/03/2024,United States,International Aviation,0.214096
10/03/2024,United States,Power,3.03356
10/03/2024,United States,Residential,2.93719
11/03/2024,United States,Domestic Aviation,0.448658
11/03/2024,United States,Ground Transport,4.27441
11/03/2024,United States,Industry,2.49718
11/03/2024,United States,International Aviation,0.214047
11/03/2024,United States,Power,2.83793
11/03/2024,United States,Residential,2.74021
12/03/2024,United States,Domestic Aviation,0.467283
12/03/2024,United States,Ground Transport,4.54731
12/03/2024,United States,Industry,2.46282
12/03/2024,United States,International Aviation,0.204722
12/03/2024,United States,Power,2.79889
12/03/2024,United States,Residential,1.8223
13/03/2024,United States,Domestic Aviation,0.458333
13/03/2024,United States,Ground Transport,4.60436
13/03/2024,United States,Industry,2.48921
13/03/2024,United States,International Aviation,0.202671
13/03/2024,United States,Power,2.82887
13/03/2024,United States,Residential,1.15694
14/03/2024,United States,Domestic Aviation,0.453556
14/03/2024,United States,Ground Transport,4.6446
14/03/2024,United States,Industry,2.50291
14/03/2024,United States,International Aviation,0.214878
14/03/2024,United States,Power,2.84445
14/03/2024,United States,Residential,1.06598
15/03/2024,United States,Domestic Aviation,0.46729
15/03/2024,United States,Ground Transport,4.58639
15/03/2024,United States,Industry,2.52413
15/03/2024,United States,International Aviation,0.211393
15/03/2024,United States,Power,2.86856
15/03/2024,United States,Residential,1.5591
16/03/2024,United States,Domestic Aviation,0.445794
16/03/2024,United States,Ground Transport,4.0003
16/03/2024,United States,Industry,2.55333
16/03/2024,United States,International Aviation,0.218592
16/03/2024,United States,Power,2.90175
16/03/2024,United States,Residential,1.98787
17/03/2024,United States,Domestic Aviation,0.430471
17/03/2024,United States,Ground Transport,3.40417
17/03/2024,United States,Industry,2.28624
17/03/2024,United States,International Aviation,0.214797
17/03/2024,United States,Power,2.59821
17/03/2024,United States,Residential,2.12176
18/03/2024,United States,Domestic Aviation,0.455118
18/03/2024,United States,Ground Transport,4.27935
18/03/2024,United States,Industry,2.35051
18/03/2024,United States,International Aviation,0.214937
18/03/2024,United States,Power,2.67125
18/03/2024,United States,Residential,2.9093
19/03/2024,United States,Domestic Aviation,0.465878
19/03/2024,United States,Ground Transport,4.58742
19/03/2024,United States,Industry,2.89092
19/03/2024,United States,International Aviation,0.214126
19/03/2024,United States,Power,3.2854
19/03/2024,United States,Residential,3.10564
20/03/2024,United States,Domestic Aviation,0.461582
20/03/2024,United States,Ground Transport,4.63244
20/03/2024,United States,Industry,2.64485
20/03/2024,United States,International Aviation,0.20862
20/03/2024,United States,Power,3.00576
20/03/2024,United States,Residential,2.50899
21/03/2024,United States,Domestic Aviation,0.474158
21/03/2024,United States,Ground Transport,4.62962
21/03/2024,United States,Industry,2.66764
21/03/2024,United States,International Aviation,0.216485
21/03/2024,United States,Power,3.03166
21/03/2024,United States,Residential,2.90067
22/03/2024,United States,Domestic Aviation,0.477277
22/03/2024,United States,Ground Transport,4.72386
22/03/2024,United States,Industry,2.85271
22/03/2024,United States,International Aviation,0.213565
22/03/2024,United States,Power,3.24198
22/03/2024,United States,Residential,2.78672
23/03/2024,United States,Domestic Aviation,0.433531
23/03/2024,United States,Ground Transport,4.1149
23/03/2024,United States,Industry,2.77869
23/03/2024,United States,International Aviation,0.22212
23/03/2024,United States,Power,3.15786
23/03/2024,United States,Residential,2.76284
24/03/2024,United States,Domestic Aviation,0.427759
24/03/2024,United States,Ground Transport,3.38161
24/03/2024,United States,Industry,2.60873
24/03/2024,United States,International Aviation,0.218726
24/03/2024,United States,Power,2.9647
24/03/2024,United States,Residential,3.1271
25/03/2024,United States,Domestic Aviation,0.450456
25/03/2024,United States,Ground Transport,4.41955
25/03/2024,United States,Industry,2.2733
25/03/2024,United States,International Aviation,0.211665
25/03/2024,United States,Power,2.58351
25/03/2024,United States,Residential,2.51742
26/03/2024,United States,Domestic Aviation,0.458039
26/03/2024,United States,Ground Transport,4.65725
26/03/2024,United States,Industry,2.50681
26/03/2024,United States,International Aviation,0.215149
26/03/2024,United States,Power,2.84887
26/03/2024,United States,Residential,2.45518
27/03/2024,United States,Domestic Aviation,0.450268
27/03/2024,United States,Ground Transport,4.67724
27/03/2024,United States,Industry,2.72545
27/03/2024,United States,International Aviation,0.207094
27/03/2024,United States,Power,3.09736
27/03/2024,United States,Residential,2.75776
28/03/2024,United States,Domestic Aviation,0.474252
28/03/2024,United States,Ground Transport,4.65946
28/03/2024,United States,Industry,3.00885
28/03/2024,United States,International Aviation,0.219134
28/03/2024,United States,Power,3.41943
28/03/2024,United States,Residential,2.5064
29/03/2024,United States,Domestic Aviation,0.491009
29/03/2024,United States,Ground Transport,4.47757
29/03/2024,United States,Industry,2.70296
29/03/2024,United States,International Aviation,0.216049
29/03/2024,United States,Power,3.07179
29/03/2024,United States,Residential,2.23166
30/03/2024,United States,Domestic Aviation,0.442277
30/03/2024,United States,Ground Transport,3.88194
30/03/2024,United States,Industry,2.25543
30/03/2024,United States,International Aviation,0.220097
30/03/2024,United States,Power,2.5632
30/03/2024,United States,Residential,1.8981
31/03/2024,United States,Domestic Aviation,0.42055
31/03/2024,United States,Ground Transport,2.8909
31/03/2024,United States,Industry,2.38818
31/03/2024,United States,International Aviation,0.219407
31/03/2024,United States,Power,2.71406
31/03/2024,United States,Residential,1.73991
01/04/2024,United States,Domestic Aviation,0.446053
01/04/2024,United States,Ground Transport,4.06856
01/04/2024,United States,Industry,2.36619
01/04/2024,United States,International Aviation,0.221961
01/04/2024,United States,Power,2.56829
01/04/2024,United States,Residential,2.13713
02/04/2024,United States,Domestic Aviation,0.457234
02/04/2024,United States,Ground Transport,4.48907
02/04/2024,United States,Industry,2.74029
02/04/2024,United States,International Aviation,0.219189
02/04/2024,United States,Power,2.97435
02/04/2024,United States,Residential,2.13218
03/04/2024,United States,Domestic Aviation,0.431242
03/04/2024,United States,Ground Transport,4.52976
03/04/2024,United States,Industry,2.67522
03/04/2024,United States,International Aviation,0.218187
03/04/2024,United States,Power,2.90372
03/04/2024,United States,Residential,2.55765
04/04/2024,United States,Domestic Aviation,0.464654
04/04/2024,United States,Ground Transport,4.57576
04/04/2024,United States,Industry,2.83545
04/04/2024,United States,International Aviation,0.218726
04/04/2024,United States,Power,3.07764
04/04/2024,United States,Residential,3.14157
05/04/2024,United States,Domestic Aviation,0.482264
05/04/2024,United States,Ground Transport,4.51038
05/04/2024,United States,Industry,2.96907
05/04/2024,United States,International Aviation,0.219856
05/04/2024,United States,Power,3.22266
05/04/2024,United States,Residential,3.2715
06/04/2024,United States,Domestic Aviation,0.44194
06/04/2024,United States,Ground Transport,3.94799
06/04/2024,United States,Industry,2.68214
06/04/2024,United States,International Aviation,0.226856
06/04/2024,United States,Power,2.91123
06/04/2024,United States,Residential,3.15773
07/04/2024,United States,Domestic Aviation,0.428546
07/04/2024,United States,Ground Transport,3.33965
07/04/2024,United States,Industry,2.32831
07/04/2024,United States,International Aviation,0.222499
07/04/2024,United States,Power,2.52718
07/04/2024,United States,Residential,2.62873
08/04/2024,United States,Domestic Aviation,0.444988
08/04/2024,United States,Ground Transport,4.06541
08/04/2024,United States,Industry,2.37876
08/04/2024,United States,International Aviation,0.222919
08/04/2024,United States,Power,2.58193
08/04/2024,United States,Residential,1.9069
09/04/2024,United States,Domestic Aviation,0.463218
09/04/2024,United States,Ground Transport,4.64275
09/04/2024,United States,Industry,2.78816
09/04/2024,United States,International Aviation,0.222488
09/04/2024,United States,Power,3.0263
09/04/2024,United States,Residential,1.25993
10/04/2024,United States,Domestic Aviation,0.450656
10/04/2024,United States,Ground Transport,4.65288
10/04/2024,United States,Industry,2.88076
10/04/2024,United States,International Aviation,0.2173
10/04/2024,United States,Power,3.12681
10/04/2024,United States,Residential,1.21025
11/04/2024,United States,Domestic Aviation,0.453552
11/04/2024,United States,Ground Transport,4.68424
11/04/2024,United States,Industry,2.85174
11/04/2024,United States,International Aviation,0.219983
11/04/2024,United States,Power,3.09531
11/04/2024,United States,Residential,1.20133
12/04/2024,United States,Domestic Aviation,0.481866
12/04/2024,United States,Ground Transport,4.65976
12/04/2024,United States,Industry,2.74455
12/04/2024,United States,International Aviation,0.22605
12/04/2024,United States,Power,2.97897
12/04/2024,United States,Residential,1.36646
13/04/2024,United States,Domestic Aviation,0.436271
13/04/2024,United States,Ground Transport,4.03377
13/04/2024,United States,Industry,2.47902
13/04/2024,United States,International Aviation,0.226022
13/04/2024,United States,Power,2.69076
13/04/2024,United States,Residential,1.56656
14/04/2024,United States,Domestic Aviation,0.414633
14/04/2024,United States,Ground Transport,3.43994
14/04/2024,United States,Industry,2.20604
14/04/2024,United States,International Aviation,0.223228
14/04/2024,United States,Power,2.39446
14/04/2024,United States,Residential,1.09723
15/04/2024,United States,Domestic Aviation,0.447323
15/04/2024,United States,Ground Transport,4.37963
15/04/2024,United States,Industry,2.47889
15/04/2024,United States,International Aviation,0.224723
15/04/2024,United States,Power,2.69062
15/04/2024,United States,Residential,0.896036
16/04/2024,United States,Domestic Aviation,0.464094
16/04/2024,United States,Ground Transport,4.63901
16/04/2024,United States,Industry,2.71751
16/04/2024,United States,International Aviation,0.221054
16/04/2024,United States,Power,2.94962
16/04/2024,United States,Residential,0.91793
17/04/2024,United States,Domestic Aviation,0.451241
17/04/2024,United States,Ground Transport,4.65546
17/04/2024,United States,Industry,2.81006
17/04/2024,United States,International Aviation,0.215381
17/04/2024,United States,Power,3.05008
17/04/2024,United States,Residential,0.943931
18/04/2024,United States,Domestic Aviation,0.471606
18/04/2024,United States,Ground Transport,4.66712
18/04/2024,United States,Industry,2.90595
18/04/2024,United States,International Aviation,0.221491
18/04/2024,United States,Power,3.15415
18/04/2024,United States,Residential,1.32822
19/04/2024,United States,Domestic Aviation,0.480649
19/04/2024,United States,Ground Transport,4.62069
19/04/2024,United States,Industry,2.97776
19/04/2024,United States,International Aviation,0.223237
19/04/2024,United States,Power,3.2321
19/04/2024,United States,Residential,1.70855
20/04/2024,United States,Domestic Aviation,0.424625
20/04/2024,United States,Ground Transport,4.01871
20/04/2024,United States,Industry,2.84079
20/04/2024,United States,International Aviation,0.228959
20/04/2024,United States,Power,3.08343
20/04/2024,United States,Residential,1.92053
21/04/2024,United States,Domestic Aviation,0.418133
21/04/2024,United States,Ground Transport,3.39534
21/04/2024,United States,Industry,2.57717
21/04/2024,United States,International Aviation,0.222629
21/04/2024,United States,Power,2.79729
21/04/2024,United States,Residential,2.46694
22/04/2024,United States,Domestic Aviation,0.44865
22/04/2024,United States,Ground Transport,4.35909
22/04/2024,United States,Industry,2.66781
22/04/2024,United States,International Aviation,0.226524
22/04/2024,United States,Power,2.89567
22/04/2024,United States,Residential,2.19513
23/04/2024,United States,Domestic Aviation,0.465234
23/04/2024,United States,Ground Transport,4.59869
23/04/2024,United States,Industry,2.46703
23/04/2024,United States,International Aviation,0.21751
23/04/2024,United States,Power,2.67774
23/04/2024,United States,Residential,1.56867
24/04/2024,United States,Domestic Aviation,0.455036
24/04/2024,United States,Ground Transport,4.64582
24/04/2024,United States,Industry,2.55053
24/04/2024,United States,International Aviation,0.220167
24/04/2024,United States,Power,2.76837
24/04/2024,United States,Residential,1.47777
25/04/2024,United States,Domestic Aviation,0.474744
25/04/2024,United States,Ground Transport,4.67912
25/04/2024,United States,Industry,2.81255
25/04/2024,United States,International Aviation,0.224555
25/04/2024,United States,Power,3.05278
25/04/2024,United States,Residential,1.94458
26/04/2024,United States,Domestic Aviation,0.475509
26/04/2024,United States,Ground Transport,4.60511
26/04/2024,United States,Industry,2.57149
26/04/2024,United States,International Aviation,0.224742
26/04/2024,United States,Power,2.79113
26/04/2024,United States,Residential,1.73513
27/04/2024,United States,Domestic Aviation,0.434039
27/04/2024,United States,Ground Transport,4.01885
27/04/2024,United States,Industry,2.47022
27/04/2024,United States,International Aviation,0.233223
27/04/2024,United States,Power,2.68121
27/04/2024,United States,Residential,1.14834
28/04/2024,United States,Domestic Aviation,0.412758
28/04/2024,United States,Ground Transport,3.567
28/04/2024,United States,Industry,2.4519
28/04/2024,United States,International Aviation,0.224327
28/04/2024,United States,Power,2.66132
28/04/2024,United States,Residential,0.835225
29/04/2024,United States,Domestic Aviation,0.451847
29/04/2024,United States,Ground Transport,4.4122
29/04/2024,United States,Industry,2.73979
29/04/2024,United States,International Aviation,0.222975
29/04/2024,United States,Power,2.9738
29/04/2024,United States,Residential,0.626087
30/04/2024,United States,Domestic Aviation,0.471763
30/04/2024,United States,Ground Transport,4.64448
30/04/2024,United States,Industry,3.11093
30/04/2024,United States,International Aviation,0.222526
30/04/2024,United States,Power,3.37664
30/04/2024,United States,Residential,0.745232
01/05/2024,United States,Domestic Aviation,0.461228
01/05/2024,United States,Ground Transport,4.84752
01/05/2024,United States,Industry,2.41048
01/05/2024,United States,International Aviation,0.217431
01/05/2024,United States,Power,3.18419
01/05/2024,United States,Residential,1.64948
02/05/2024,United States,Domestic Aviation,0.47815
02/05/2024,United States,Ground Transport,4.8438
02/05/2024,United States,Industry,2.48433
02/05/2024,United States,International Aviation,0.226224
02/05/2024,United States,Power,3.28174
02/05/2024,United States,Residential,1.61343
03/05/2024,United States,Domestic Aviation,0.49019
03/05/2024,United States,Ground Transport,4.77485
03/05/2024,United States,Industry,2.70235
03/05/2024,United States,International Aviation,0.223269
03/05/2024,United States,Power,3.56974
03/05/2024,United States,Residential,1.63199
04/05/2024,United States,Domestic Aviation,0.437511
04/05/2024,United States,Ground Transport,4.17194
04/05/2024,United States,Industry,2.49853
04/05/2024,United States,International Aviation,0.227394
04/05/2024,United States,Power,3.30051
04/05/2024,United States,Residential,2.41827
05/05/2024,United States,Domestic Aviation,0.413392
05/05/2024,United States,Ground Transport,3.64081
05/05/2024,United States,Industry,2.32888
05/05/2024,United States,International Aviation,0.224194
05/05/2024,United States,Power,3.0764
05/05/2024,United States,Residential,3.05296
06/05/2024,United States,Domestic Aviation,0.44669
06/05/2024,United States,Ground Transport,4.54138
06/05/2024,United States,Industry,2.30771
06/05/2024,United States,International Aviation,0.229225
06/05/2024,United States,Power,3.04844
06/05/2024,United States,Residential,2.15709
07/05/2024,United States,Domestic Aviation,0.471819
07/05/2024,United States,Ground Transport,4.78341
07/05/2024,United States,Industry,2.39435
07/05/2024,United States,International Aviation,0.221504
07/05/2024,United States,Power,3.16288
07/05/2024,United States,Residential,1.48091
08/05/2024,United States,Domestic Aviation,0.469423
08/05/2024,United States,Ground Transport,4.8572
08/05/2024,United States,Industry,2.60313
08/05/2024,United States,International Aviation,0.222365
08/05/2024,United States,Power,3.43869
08/05/2024,United States,Residential,1.33349
09/05/2024,United States,Domestic Aviation,0.483713
09/05/2024,United States,Ground Transport,4.84937
09/05/2024,United States,Industry,2.81205
09/05/2024,United States,International Aviation,0.229834
09/05/2024,United States,Power,3.71465
09/05/2024,United States,Residential,1.61306
10/05/2024,United States,Domestic Aviation,0.495688
10/05/2024,United States,Ground Transport,4.85475
10/05/2024,United States,Industry,2.70751
10/05/2024,United States,International Aviation,0.229327
10/05/2024,United States,Power,3.57657
10/05/2024,United States,Residential,2.43925
11/05/2024,United States,Domestic Aviation,0.453473
11/05/2024,United States,Ground Transport,4.37772
11/05/2024,United States,Industry,2.55419
11/05/2024,United States,International Aviation,0.230093
11/05/2024,United States,Power,3.37403
11/05/2024,United States,Residential,2.52754
12/05/2024,United States,Domestic Aviation,0.41673
12/05/2024,United States,Ground Transport,3.70717
12/05/2024,United States,Industry,2.21495
12/05/2024,United States,International Aviation,0.22778
12/05/2024,United States,Power,2.92591
12/05/2024,United States,Residential,2.16491
13/05/2024,United States,Domestic Aviation,0.452902
13/05/2024,United States,Ground Transport,4.54738
13/05/2024,United States,Industry,2.20622
13/05/2024,United States,International Aviation,0.23156
13/05/2024,United States,Power,2.91437
13/05/2024,United States,Residential,1.37686
14/05/2024,United States,Domestic Aviation,0.474418
14/05/2024,United States,Ground Transport,4.80809
14/05/2024,United States,Industry,2.52431
14/05/2024,United States,International Aviation,0.2254
14/05/2024,United States,Power,3.33457
14/05/2024,United States,Residential,1.03645
15/05/2024,United States,Domestic Aviation,0.459186
15/05/2024,United States,Ground Transport,4.83927
15/05/2024,United States,Industry,2.59187
15/05/2024,United States,International Aviation,0.223422
15/05/2024,United States,Power,3.42381
15/05/2024,United States,Residential,1.13556
16/05/2024,United States,Domestic Aviation,0.479239
16/05/2024,United States,Ground Transport,4.84597
16/05/2024,United States,Industry,2.59362
16/05/2024,United States,International Aviation,0.229669
16/05/2024,United States,Power,3.42611
16/05/2024,United States,Residential,0.984389
17/05/2024,United States,Domestic Aviation,0.494967
17/05/2024,United States,Ground Transport,4.81003
17/05/2024,United States,Industry,2.74572
17/05/2024,United States,International Aviation,0.225845
17/05/2024,United States,Power,3.62704
17/05/2024,United States,Residential,0.691973
18/05/2024,United States,Domestic Aviation,0.440253
18/05/2024,United States,Ground Transport,4.27135
18/05/2024,United States,Industry,2.53754
18/05/2024,United States,International Aviation,0.234362
18/05/2024,United States,Power,3.35203
18/05/2024,United States,Residential,0.846999
19/05/2024,United States,Domestic Aviation,0.42875
19/05/2024,United States,Ground Transport,3.69055
19/05/2024,United States,Industry,2.41872
19/05/2024,United States,International Aviation,0.232498
19/05/2024,United States,Power,3.19507
19/05/2024,United States,Residential,0.781951
20/05/2024,United States,Domestic Aviation,0.463356
20/05/2024,United States,Ground Transport,4.58119
20/05/2024,United States,Industry,2.39726
20/05/2024,United States,International Aviation,0.232816
20/05/2024,United States,Power,3.16673
20/05/2024,United States,Residential,0.87672
21/05/2024,United States,Domestic Aviation,0.478488
21/05/2024,United States,Ground Transport,4.79654
21/05/2024,United States,Industry,2.7575
21/05/2024,United States,International Aviation,0.224381
21/05/2024,United States,Power,3.6426
21/05/2024,United States,Residential,0.822298
22/05/2024,United States,Domestic Aviation,0.472921
22/05/2024,United States,Ground Transport,4.84372
22/05/2024,United States,Industry,2.83671
22/05/2024,United States,International Aviation,0.221883
22/05/2024,United States,Power,3.74724
22/05/2024,United States,Residential,0.778789
23/05/2024,United States,Domestic Aviation,0.491763
23/05/2024,United States,Ground Transport,4.84113
23/05/2024,United States,Industry,2.95586
23/05/2024,United States,International Aviation,0.232907
23/05/2024,United States,Power,3.90462
23/05/2024,United States,Residential,0.701649
24/05/2024,United States,Domestic Aviation,0.499213
24/05/2024,United States,Ground Transport,4.6942
24/05/2024,United States,Industry,2.79645
24/05/2024,United States,International Aviation,0.237706
24/05/2024,United States,Power,3.69405
24/05/2024,United States,Residential,0.807639
25/05/2024,United States,Domestic Aviation,0.447419
25/05/2024,United States,Ground Transport,3.87557
25/05/2024,United States,Industry,2.80803
25/05/2024,United States,International Aviation,0.237971
25/05/2024,United States,Power,3.70935
25/05/2024,United States,Residential,0.918754
26/05/2024,United States,Domestic Aviation,0.4002
26/05/2024,United States,Ground Transport,3.29811
26/05/2024,United States,Industry,2.51877
26/05/2024,United States,International Aviation,0.235477
26/05/2024,United States,Power,3.32725
26/05/2024,United States,Residential,0.84449
27/05/2024,United States,Domestic Aviation,0.428615
27/05/2024,United States,Ground Transport,2.89687
27/05/2024,United States,Industry,2.674
27/05/2024,United States,International Aviation,0.235522
27/05/2024,United States,Power,3.5323
27/05/2024,United States,Residential,0.646588
28/05/2024,United States,Domestic Aviation,0.442123
28/05/2024,United States,Ground Transport,4.56738
28/05/2024,United States,Industry,2.7021
28/05/2024,United States,International Aviation,0.229729
28/05/2024,United States,Power,3.56942
28/05/2024,United States,Residential,0.639771
29/05/2024,United States,Domestic Aviation,0.473084
29/05/2024,United States,Ground Transport,4.73767
29/05/2024,United States,Industry,2.69642
29/05/2024,United States,International Aviation,0.227746
29/05/2024,United States,Power,3.56191
29/05/2024,United States,Residential,0.885626
30/05/2024,United States,Domestic Aviation,0.489273
30/05/2024,United States,Ground Transport,4.76076
30/05/2024,United States,Industry,2.68979
30/05/2024,United States,International Aviation,0.233296
30/05/2024,United States,Power,3.55316
30/05/2024,United States,Residential,1.14709
31/05/2024,United States,Domestic Aviation,0.490769
31/05/2024,United States,Ground Transport,4.73529
31/05/2024,United States,Industry,2.57118
31/05/2024,United States,International Aviation,0.232403
31/05/2024,United States,Power,3.39648
31/05/2024,United States,Residential,0.862255
01/06/2024,United States,Domestic Aviation,0.449495
01/06/2024,United States,Ground Transport,4.23148
01/06/2024,United States,Industry,2.13329
01/06/2024,United States,International Aviation,0.242241
01/06/2024,United States,Power,3.45467
01/06/2024,United States,Residential,1.89087
02/06/2024,United States,Domestic Aviation,0.42684
02/06/2024,United States,Ground Transport,3.62398
02/06/2024,United States,Industry,2.01052
02/06/2024,United States,International Aviation,0.2368
02/06/2024,United States,Power,3.25586
02/06/2024,United States,Residential,1.62552
03/06/2024,United States,Domestic Aviation,0.456816
03/06/2024,United States,Ground Transport,4.52572
03/06/2024,United States,Industry,1.9792
03/06/2024,United States,International Aviation,0.239155
03/06/2024,United States,Power,3.20514
03/06/2024,United States,Residential,1.39502
04/06/2024,United States,Domestic Aviation,0.482689
04/06/2024,United States,Ground Transport,4.7514
04/06/2024,United States,Industry,2.47063
04/06/2024,United States,International Aviation,0.234756
04/06/2024,United States,Power,4.00096
04/06/2024,United States,Residential,1.2302
05/06/2024,United States,Domestic Aviation,0.472339
05/06/2024,United States,Ground Transport,4.78018
05/06/2024,United States,Industry,2.60627
05/06/2024,United States,International Aviation,0.236097
05/06/2024,United States,Power,4.22062
05/06/2024,United States,Residential,0.883656
06/06/2024,United States,Domestic Aviation,0.503691
06/06/2024,United States,Ground Transport,4.79953
06/06/2024,United States,Industry,2.63014
06/06/2024,United States,International Aviation,0.240735
06/06/2024,United States,Power,4.25927
06/06/2024,United States,Residential,0.715538
07/06/2024,United States,Domestic Aviation,0.512989
07/06/2024,United States,Ground Transport,4.71576
07/06/2024,United States,Industry,2.62348
07/06/2024,United States,International Aviation,0.24236
07/06/2024,United States,Power,4.2485
07/06/2024,United States,Residential,0.78799
08/06/2024,United States,Domestic Aviation,0.472767
08/06/2024,United States,Ground Transport,4.15273
08/06/2024,United States,Industry,2.42573
08/06/2024,United States,International Aviation,0.241915
08/06/2024,United States,Power,3.92826
08/06/2024,United States,Residential,1.12862
09/06/2024,United States,Domestic Aviation,0.448391
09/06/2024,United States,Ground Transport,3.59898
09/06/2024,United States,Industry,2.22805
09/06/2024,United States,International Aviation,0.244588
09/06/2024,United States,Power,3.60813
09/06/2024,United States,Residential,1.59796
10/06/2024,United States,Domestic Aviation,0.475746
10/06/2024,United States,Ground Transport,4.46649
10/06/2024,United States,Industry,2.22667
10/06/2024,United States,International Aviation,0.239783
10/06/2024,United States,Power,3.6059
10/06/2024,United States,Residential,3.2625
11/06/2024,United States,Domestic Aviation,0.491847
11/06/2024,United States,Ground Transport,4.69994
11/06/2024,United States,Industry,2.43963
11/06/2024,United States,International Aviation,0.23817
11/06/2024,United States,Power,3.95077
11/06/2024,United States,Residential,3.22749
12/06/2024,United States,Domestic Aviation,0.490315
12/06/2024,United States,Ground Transport,4.74366
12/06/2024,United States,Industry,2.45617
12/06/2024,United States,International Aviation,0.23384
12/06/2024,United States,Power,3.97755
12/06/2024,United States,Residential,1.06689
13/06/2024,United States,Domestic Aviation,0.495605
13/06/2024,United States,Ground Transport,4.75974
13/06/2024,United States,Industry,2.52453
13/06/2024,United States,International Aviation,0.243409
13/06/2024,United States,Power,4.08825
13/06/2024,United States,Residential,0.779971
14/06/2024,United States,Domestic Aviation,0.507261
14/06/2024,United States,Ground Transport,4.70957
14/06/2024,United States,Industry,2.78773
14/06/2024,United States,International Aviation,0.242402
14/06/2024,United States,Power,4.51448
14/06/2024,United States,Residential,0.884376
15/06/2024,United States,Domestic Aviation,0.474195
15/06/2024,United States,Ground Transport,4.19798
15/06/2024,United States,Industry,2.82522
15/06/2024,United States,International Aviation,0.246099
15/06/2024,United States,Power,4.57519
15/06/2024,United States,Residential,1.18671
16/06/2024,United States,Domestic Aviation,0.452333
16/06/2024,United States,Ground Transport,3.51255
